base_event_id,analysis_scope,pair,threshold_bps,event_start,event_end,duration_bars,duration_minutes,status,peak_abs_spread_bps,peak_time,peak_spread_bps,start_session,start_regime,comparison_quality
15m-0001478,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-21 22:15:00+00:00,2026-07-21 22:30:00+00:00,2,30,COMPLETED,21.111866597046387,2026-07-21 22:15:00+00:00,21.111866597046387,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001479,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-21 23:00:00+00:00,2026-07-21 23:00:00+00:00,1,15,COMPLETED,23.288326820390818,2026-07-21 23:00:00+00:00,23.288326820390818,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001480,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-21 23:30:00+00:00,2026-07-21 23:30:00+00:00,1,15,COMPLETED,21.903496656142067,2026-07-21 23:30:00+00:00,21.903496656142067,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001481,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 00:00:00+00:00,2026-07-22 00:15:00+00:00,2,30,COMPLETED,32.20611916264023,2026-07-22 00:00:00+00:00,32.20611916264023,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001482,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 05:15:00+00:00,2026-07-22 06:30:00+00:00,6,90,COMPLETED,37.80414236879001,2026-07-22 06:15:00+00:00,37.80414236879001,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001483,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 07:15:00+00:00,2026-07-22 13:15:00+00:00,25,375,COMPLETED,41.14480798418542,2026-07-22 11:15:00+00:00,41.14480798418542,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001484,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 14:30:00+00:00,2026-07-22 15:00:00+00:00,3,45,COMPLETED,23.976326364798535,2026-07-22 14:30:00+00:00,23.976326364798535,US_REGULAR,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001485,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 15:30:00+00:00,2026-07-22 21:00:00+00:00,23,345,COMPLETED,45.506168915487144,2026-07-22 20:45:00+00:00,45.506168915487144,US_REGULAR,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001486,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-22 21:30:00+00:00,2026-07-23 00:30:00+00:00,13,195,COMPLETED,43.534223173904444,2026-07-22 23:00:00+00:00,43.534223173904444,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001487,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 01:00:00+00:00,2026-07-23 01:00:00+00:00,1,15,COMPLETED,20.445809174962836,2026-07-23 01:00:00+00:00,20.445809174962836,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001488,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 01:45:00+00:00,2026-07-23 02:45:00+00:00,5,75,COMPLETED,31.55976877156938,2026-07-23 02:15:00+00:00,31.55976877156938,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001489,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 03:30:00+00:00,2026-07-23 08:30:00+00:00,21,315,COMPLETED,37.46813672798831,2026-07-23 07:45:00+00:00,37.46813672798831,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001490,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 09:00:00+00:00,2026-07-23 11:00:00+00:00,9,135,COMPLETED,33.27534781834313,2026-07-23 10:15:00+00:00,33.27534781834313,US_PREMARKET,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001491,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 12:30:00+00:00,2026-07-23 21:45:00+00:00,38,570,COMPLETED,39.674071966553505,2026-07-23 13:00:00+00:00,39.674071966553505,US_PREMARKET,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001492,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 22:15:00+00:00,2026-07-23 23:15:00+00:00,5,75,COMPLETED,31.125605111481423,2026-07-23 22:30:00+00:00,31.125605111481423,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001493,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-23 23:45:00+00:00,2026-07-24 00:30:00+00:00,4,60,COMPLETED,33.334002690815986,2026-07-24 00:30:00+00:00,33.334002690815986,US_AFTER_HOURS,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001494,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-24 01:00:00+00:00,2026-07-24 02:45:00+00:00,8,120,COMPLETED,25.70045756421959,2026-07-24 01:45:00+00:00,25.70045756421959,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001495,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-07-24 04:00:00+00:00,2026-07-24 04:00:00+00:00,1,15,OPEN,24.07138410458677,2026-07-24 04:00:00+00:00,24.07138410458677,KRX_REGULAR_EARLIER,POST_GATE_REGIME,STRICT_NATIVE_15M_BARS
15m-0001496,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-10 06:00:00+00:00,2026-06-10 06:15:00+00:00,2,30,COMPLETED,45.949785055451635,2026-06-10 06:00:00+00:00,45.949785055451635,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001497,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-10 07:45:00+00:00,2026-06-11 06:00:00+00:00,89,1335,COMPLETED,116.58455291061111,2026-06-10 13:30:00+00:00,116.58455291061111,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001498,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 06:30:00+00:00,2026-06-11 06:30:00+00:00,1,15,COMPLETED,21.638263420443206,2026-06-11 06:30:00+00:00,21.638263420443206,KRX_CLOSE_TRANSITION,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001499,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 07:00:00+00:00,2026-06-11 07:15:00+00:00,2,30,COMPLETED,23.586782719425745,2026-06-11 07:15:00+00:00,23.586782719425745,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001500,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 08:15:00+00:00,2026-06-11 14:45:00+00:00,27,405,COMPLETED,46.1080245145774,2026-06-11 14:00:00+00:00,46.1080245145774,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001501,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 15:30:00+00:00,2026-06-11 19:15:00+00:00,16,240,COMPLETED,58.73016436634259,2026-06-11 16:45:00+00:00,58.73016436634259,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001502,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 19:45:00+00:00,2026-06-11 21:00:00+00:00,6,90,COMPLETED,64.53547968187233,2026-06-11 19:45:00+00:00,64.53547968187233,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001503,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 21:30:00+00:00,2026-06-11 21:30:00+00:00,1,15,COMPLETED,22.48545777459173,2026-06-11 21:30:00+00:00,22.48545777459173,US_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001504,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-11 23:15:00+00:00,2026-06-12 02:30:00+00:00,13,195,COMPLETED,40.92409240923973,2026-06-12 00:30:00+00:00,40.92409240923973,US_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001505,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-12 03:30:00+00:00,2026-06-12 03:45:00+00:00,2,30,COMPLETED,25.34347072162168,2026-06-12 03:45:00+00:00,25.34347072162168,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001506,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-12 05:45:00+00:00,2026-06-12 05:45:00+00:00,1,15,COMPLETED,22.7678618053451,2026-06-12 05:45:00+00:00,22.7678618053451,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001507,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-12 06:15:00+00:00,2026-06-12 14:45:00+00:00,35,525,COMPLETED,67.83676865687512,2026-06-12 12:45:00+00:00,67.83676865687512,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001508,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-12 15:15:00+00:00,2026-06-15 04:30:00+00:00,244,3660,COMPLETED,97.55718618403762,2026-06-15 00:00:00+00:00,97.55718618403762,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001509,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-15 05:15:00+00:00,2026-06-15 05:15:00+00:00,1,15,COMPLETED,21.551020408164455,2026-06-15 05:15:00+00:00,21.551020408164455,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001510,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-15 06:45:00+00:00,2026-06-15 06:45:00+00:00,1,15,COMPLETED,20.27196019324282,2026-06-15 06:45:00+00:00,20.27196019324282,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001511,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-15 08:00:00+00:00,2026-06-16 00:15:00+00:00,66,990,COMPLETED,56.55471700500424,2026-06-15 20:45:00+00:00,56.55471700500424,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001512,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-16 00:45:00+00:00,2026-06-16 01:45:00+00:00,5,75,COMPLETED,34.09443124289682,2026-06-16 01:15:00+00:00,34.09443124289682,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001513,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-16 03:00:00+00:00,2026-06-16 03:15:00+00:00,2,30,COMPLETED,29.878570425323133,2026-06-16 03:15:00+00:00,29.878570425323133,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001514,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-16 04:15:00+00:00,2026-06-16 04:15:00+00:00,1,15,COMPLETED,20.586787374289706,2026-06-16 04:15:00+00:00,20.586787374289706,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001515,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-16 07:45:00+00:00,2026-06-17 01:15:00+00:00,71,1065,COMPLETED,77.92794605083665,2026-06-16 12:15:00+00:00,77.92794605083665,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001516,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-17 02:00:00+00:00,2026-06-17 02:30:00+00:00,3,45,COMPLETED,37.08629118357748,2026-06-17 02:15:00+00:00,37.08629118357748,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001517,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-17 04:45:00+00:00,2026-06-17 05:45:00+00:00,5,75,COMPLETED,60.79762859000895,2026-06-17 05:00:00+00:00,60.79762859000895,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001518,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-17 06:15:00+00:00,2026-06-17 06:15:00+00:00,1,15,COMPLETED,44.40977014943342,2026-06-17 06:15:00+00:00,44.40977014943342,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001519,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-17 08:15:00+00:00,2026-06-17 08:45:00+00:00,2,30,COMPLETED,30.9853646796931,2026-06-17 08:15:00+00:00,30.9853646796931,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001520,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-17 09:15:00+00:00,2026-06-18 03:15:00+00:00,73,1095,COMPLETED,66.10639275497704,2026-06-17 15:45:00+00:00,66.10639275497704,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001521,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-18 07:45:00+00:00,2026-06-18 13:00:00+00:00,21,315,COMPLETED,61.29028583146306,2026-06-18 08:45:00+00:00,61.29028583146306,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001522,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-18 13:30:00+00:00,2026-06-18 13:45:00+00:00,2,30,COMPLETED,33.276021543307486,2026-06-18 13:45:00+00:00,33.276021543307486,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001523,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-18 16:00:00+00:00,2026-06-18 16:15:00+00:00,2,30,COMPLETED,22.983679377671876,2026-06-18 16:15:00+00:00,22.983679377671876,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001524,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-18 16:45:00+00:00,2026-06-19 03:15:00+00:00,43,645,COMPLETED,49.86994542280505,2026-06-18 22:00:00+00:00,49.86994542280505,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001525,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 03:45:00+00:00,2026-06-19 04:00:00+00:00,2,30,COMPLETED,37.73225772139715,2026-06-19 03:45:00+00:00,37.73225772139715,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001526,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 04:45:00+00:00,2026-06-19 05:30:00+00:00,4,60,COMPLETED,39.186252765385824,2026-06-19 05:00:00+00:00,39.186252765385824,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001527,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 06:30:00+00:00,2026-06-19 06:30:00+00:00,1,15,COMPLETED,20.542010071675758,2026-06-19 06:30:00+00:00,20.542010071675758,KRX_CLOSE_TRANSITION,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001528,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 07:15:00+00:00,2026-06-19 07:15:00+00:00,1,15,COMPLETED,24.9882000166588,2026-06-19 07:15:00+00:00,24.9882000166588,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001529,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 08:00:00+00:00,2026-06-19 08:00:00+00:00,1,15,COMPLETED,41.72288358872193,2026-06-19 08:00:00+00:00,41.72288358872193,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001530,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-19 08:30:00+00:00,2026-06-20 05:45:00+00:00,85,1275,COMPLETED,65.72405263433387,2026-06-19 20:00:00+00:00,65.72405263433387,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001531,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-20 08:00:00+00:00,2026-06-22 04:15:00+00:00,176,2640,COMPLETED,141.38694641877007,2026-06-21 23:45:00+00:00,141.38694641877007,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001532,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 05:00:00+00:00,2026-06-22 05:00:00+00:00,1,15,COMPLETED,26.129685756147907,2026-06-22 05:00:00+00:00,26.129685756147907,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001533,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 06:15:00+00:00,2026-06-22 06:15:00+00:00,1,15,COMPLETED,33.164358038414655,2026-06-22 06:15:00+00:00,-33.164358038414655,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001534,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 06:45:00+00:00,2026-06-22 06:45:00+00:00,1,15,COMPLETED,29.015369735707733,2026-06-22 06:45:00+00:00,-29.015369735707733,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001535,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 07:30:00+00:00,2026-06-22 07:45:00+00:00,2,30,COMPLETED,28.63941710362865,2026-06-22 07:45:00+00:00,-28.63941710362865,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001536,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 08:15:00+00:00,2026-06-22 09:00:00+00:00,4,60,COMPLETED,29.001789750087944,2026-06-22 08:30:00+00:00,29.001789750087944,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001537,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 09:45:00+00:00,2026-06-22 10:00:00+00:00,2,30,COMPLETED,22.308111333039115,2026-06-22 09:45:00+00:00,22.308111333039115,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001538,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 10:45:00+00:00,2026-06-22 11:30:00+00:00,4,60,COMPLETED,40.5123378483451,2026-06-22 11:00:00+00:00,40.5123378483451,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001539,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 12:15:00+00:00,2026-06-22 12:30:00+00:00,2,30,COMPLETED,23.71515068894893,2026-06-22 12:15:00+00:00,23.71515068894893,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001540,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 13:45:00+00:00,2026-06-22 14:00:00+00:00,2,30,COMPLETED,33.636263873682395,2026-06-22 13:45:00+00:00,33.636263873682395,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001541,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 15:00:00+00:00,2026-06-22 15:30:00+00:00,3,45,COMPLETED,20.242389640048078,2026-06-22 15:30:00+00:00,20.242389640048078,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001542,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 16:15:00+00:00,2026-06-22 17:45:00+00:00,7,105,COMPLETED,32.91953174273577,2026-06-22 17:15:00+00:00,32.91953174273577,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001543,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-22 18:15:00+00:00,2026-06-23 03:30:00+00:00,38,570,COMPLETED,73.18695941450513,2026-06-22 23:45:00+00:00,73.18695941450513,US_REGULAR,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001544,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-23 04:30:00+00:00,2026-06-23 04:45:00+00:00,2,30,COMPLETED,30.10070370564106,2026-06-23 04:45:00+00:00,30.10070370564106,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001545,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-23 05:15:00+00:00,2026-06-23 06:30:00+00:00,6,90,COMPLETED,32.41606343355464,2026-06-23 06:15:00+00:00,32.41606343355464,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001546,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-23 07:15:00+00:00,2026-06-23 07:30:00+00:00,2,30,COMPLETED,25.99951938527645,2026-06-23 07:15:00+00:00,-25.99951938527645,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001547,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-23 08:00:00+00:00,2026-06-24 03:15:00+00:00,77,1155,COMPLETED,71.36203047826659,2026-06-23 14:30:00+00:00,71.36203047826659,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001548,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 04:00:00+00:00,2026-06-24 04:15:00+00:00,2,30,COMPLETED,42.6804834636417,2026-06-24 04:15:00+00:00,42.6804834636417,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001549,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 05:30:00+00:00,2026-06-24 05:45:00+00:00,2,30,COMPLETED,26.688425883650247,2026-06-24 05:30:00+00:00,26.688425883650247,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001550,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 06:15:00+00:00,2026-06-24 06:15:00+00:00,1,15,COMPLETED,24.099611728477438,2026-06-24 06:15:00+00:00,24.099611728477438,PRE_CLOSE_BASELINE,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001551,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 06:45:00+00:00,2026-06-24 20:45:00+00:00,56,840,COMPLETED,69.34232715008383,2026-06-24 20:30:00+00:00,69.34232715008383,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001552,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 21:15:00+00:00,2026-06-24 21:15:00+00:00,1,15,COMPLETED,21.071610892067092,2026-06-24 21:15:00+00:00,21.071610892067092,US_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001553,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-24 23:30:00+00:00,2026-06-25 00:45:00+00:00,6,90,COMPLETED,54.825546417964134,2026-06-25 00:15:00+00:00,54.825546417964134,US_AFTER_HOURS,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001554,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 03:15:00+00:00,2026-06-25 03:15:00+00:00,1,15,COMPLETED,20.762831834545235,2026-06-25 03:15:00+00:00,-20.762831834545235,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001555,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 04:00:00+00:00,2026-06-25 04:00:00+00:00,1,15,COMPLETED,20.387577454114265,2026-06-25 04:00:00+00:00,-20.387577454114265,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001556,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 05:15:00+00:00,2026-06-25 05:45:00+00:00,3,45,COMPLETED,33.72963038381832,2026-06-25 05:45:00+00:00,33.72963038381832,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001557,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 06:30:00+00:00,2026-06-25 08:30:00+00:00,9,135,COMPLETED,33.73748023194565,2026-06-25 07:45:00+00:00,33.73748023194565,KRX_CLOSE_TRANSITION,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001558,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 09:00:00+00:00,2026-06-25 11:30:00+00:00,11,165,COMPLETED,36.23283535064386,2026-06-25 10:15:00+00:00,36.23283535064386,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
15m-0001559,ALL_FIVE_TRADE_CLOSE_15M,binance/hyperliquid,20,2026-06-25 12:00:00+00:00,2026-06-25 12:45:00+00:00,4,60,COMPLETED,22.56297515705968,2026-06-25 12:00:00+00:00,22.56297515705968,US_PREMARKET,PRE_GATE_REGIME,ALLOW_ONE_MISSING_15M_BAR
