rank,pair,session,event_start,event_peak_time,event_end,long_exchange_at_peak,short_exchange_at_peak,peak_spread_bps,gross_convergence_bps,funding_advantage_bps_during_event,combined_gross_bps,net_10bps,net_20bps,net_40bps,net_80bps,duration_minutes,data_quality,warnings
1049,gate/okx,KRX_OFFICIAL_AFTER_HOURS,2026-07-21 07:48:00+00:00,2026-07-21 07:50:00+00:00,2026-07-21 07:54:00+00:00,okx,gate,25.166849843106053,4.394781510164815,0.0,4.394781510164815,-5.605218489835185,-15.605218489835185,-35.60521848983518,-75.60521848983518,7,strict_joint_window,历史分钟代理；无真实BBO
1050,bitget/okx,KRX_REGULAR_EARLIER,2026-07-07 05:28:00+00:00,2026-07-07 05:28:00+00:00,2026-07-07 05:40:00+00:00,okx,bitget,32.09489174256614,4.370048528308942,0.0,4.370048528308942,-5.629951471691058,-15.629951471691058,-35.62995147169106,-75.62995147169106,13,strict_joint_window,历史分钟代理；无真实BBO
1051,bitget/gate,KRX_FULLY_CLOSED,2026-07-22 20:59:00+00:00,2026-07-22 21:00:00+00:00,2026-07-22 21:03:00+00:00,gate,bitget,33.54413823877985,4.368968528885599,0.0,4.368968528885599,-5.631031471114401,-15.631031471114401,-35.6310314711144,-75.6310314711144,5,strict_joint_window,历史分钟代理；无真实BBO
1052,binance/okx,KRX_FULLY_CLOSED,2026-07-06 13:57:00+00:00,2026-07-06 13:58:00+00:00,2026-07-06 14:06:00+00:00,okx,binance,24.626323018501708,4.356881460981683,0.0,4.356881460981683,-5.643118539018317,-15.643118539018317,-35.64311853901832,-75.64311853901832,10,strict_joint_window,历史分钟代理；无真实BBO
1053,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-14 13:38:00+00:00,2026-06-14 13:38:00+00:00,2026-06-14 13:41:00+00:00,binance,bitget,26.133295151902843,4.343390568559375,0.0,4.343390568559375,-5.656609431440625,-15.656609431440625,-35.65660943144063,-75.65660943144063,4,strict_joint_window,历史分钟代理；无真实BBO
1054,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-14 03:13:00+00:00,2026-06-14 03:13:00+00:00,2026-06-14 03:16:00+00:00,okx,binance,27.12697185830184,4.341289745061935,0.0,4.341289745061935,-5.658710254938065,-15.658710254938065,-35.658710254938065,-75.65871025493806,4,strict_joint_window,历史分钟代理；无真实BBO
1055,binance/okx,KRX_OFFICIAL_AFTER_HOURS,2026-07-16 08:53:00+00:00,2026-07-16 08:55:00+00:00,2026-07-16 08:57:00+00:00,okx,binance,24.932239293955146,4.339721778249764,0.0,4.339721778249764,-5.660278221750236,-15.660278221750236,-35.66027822175023,-75.66027822175023,5,strict_joint_window,历史分钟代理；无真实BBO
1056,bitget/okx,KRX_FULLY_CLOSED,2026-06-30 10:15:00+00:00,2026-06-30 10:20:00+00:00,2026-06-30 10:25:00+00:00,okx,bitget,30.246742039752792,4.330837103739125,0.0,4.330837103739125,-5.669162896260875,-15.669162896260875,-35.66916289626087,-75.66916289626087,11,strict_joint_window,历史分钟代理；无真实BBO
1057,binance/hyperliquid,KRX_FULLY_CLOSED,2026-07-22 14:21:00+00:00,2026-07-22 14:21:00+00:00,2026-07-22 14:22:00+00:00,hyperliquid,binance,24.36134305473632,4.326380080133941,0.0,4.326380080133941,-5.673619919866059,-15.67361991986606,-35.673619919866056,-75.67361991986606,2,strict_joint_window,历史分钟代理；无真实BBO
1058,binance/bitget,KRX_FULLY_CLOSED,2026-06-17 18:45:00+00:00,2026-06-17 18:45:00+00:00,2026-06-17 18:50:00+00:00,binance,bitget,31.03009454300294,4.320528089493546,0.0,4.320528089493546,-5.679471910506454,-15.679471910506454,-35.67947191050645,-75.67947191050645,6,strict_joint_window,历史分钟代理；无真实BBO
1059,bitget/okx,KRX_OFFICIAL_AFTER_HOURS,2026-07-08 06:49:00+00:00,2026-07-08 06:54:00+00:00,2026-07-08 06:55:00+00:00,okx,bitget,29.37154279982201,4.318867014753426,0.0,4.318867014753426,-5.681132985246574,-15.681132985246574,-35.68113298524658,-75.68113298524658,7,strict_joint_window,历史分钟代理；无真实BBO
1060,binance/bitget,KRX_FULLY_CLOSED,2026-06-15 10:09:00+00:00,2026-06-15 10:13:00+00:00,2026-06-15 10:17:00+00:00,binance,bitget,24.50346252854354,4.289991024394109,0.0,4.289991024394109,-5.710008975605891,-15.710008975605891,-35.71000897560589,-75.71000897560589,9,strict_joint_window,历史分钟代理；无真实BBO
1061,bitget/okx,KRX_OFFICIAL_AFTER_HOURS,2026-06-30 08:02:00+00:00,2026-06-30 08:14:00+00:00,2026-06-30 08:19:00+00:00,okx,bitget,26.98804150574585,4.282997492890775,0.0,4.282997492890775,-5.717002507109225,-15.717002507109225,-35.71700250710923,-75.71700250710923,18,strict_joint_window,历史分钟代理；无真实BBO
1062,binance/hyperliquid,KRX_FULLY_CLOSED,2026-07-20 09:30:00+00:00,2026-07-20 09:36:00+00:00,2026-07-20 09:49:00+00:00,hyperliquid,binance,24.856869256942232,4.278362326930292,0.0,4.278362326930292,-5.721637673069708,-15.721637673069708,-35.72163767306971,-75.72163767306971,20,strict_joint_window,历史分钟代理；无真实BBO
1063,binance/hyperliquid,KRX_FULLY_CLOSED,2026-07-21 23:08:00+00:00,2026-07-21 23:08:00+00:00,2026-07-21 23:09:00+00:00,hyperliquid,binance,25.5116823890632,4.254493011627961,0.0,4.254493011627961,-5.745506988372039,-15.745506988372039,-35.74550698837204,-75.74550698837204,2,strict_joint_window,历史分钟代理；无真实BBO
1064,binance/hyperliquid,KRX_REGULAR_EARLIER,2026-07-23 00:51:00+00:00,2026-07-23 00:53:00+00:00,2026-07-23 00:57:00+00:00,hyperliquid,binance,24.409152664666323,4.227517952253852,0.0,4.227517952253852,-5.772482047746148,-15.772482047746148,-35.772482047746145,-75.77248204774615,7,strict_joint_window,历史分钟代理；无真实BBO
1065,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-07-12 00:42:00+00:00,2026-07-12 00:52:00+00:00,2026-07-12 01:13:00+00:00,binance,bitget,25.261224021127624,4.226049154666868,0.0,4.226049154666868,-5.773950845333132,-15.773950845333133,-35.77395084533313,-75.77395084533313,32,strict_joint_window,历史分钟代理；无真实BBO
1066,bitget/okx,KRX_FULLY_CLOSED,2026-07-06 13:01:00+00:00,2026-07-06 13:03:00+00:00,2026-07-06 13:05:00+00:00,okx,bitget,25.641931949268876,4.220046244355967,0.0,4.220046244355967,-5.779953755644033,-15.779953755644033,-35.77995375564403,-75.77995375564403,5,strict_joint_window,历史分钟代理；无真实BBO
1067,bitget/gate,KRX_FULLY_CLOSED,2026-07-21 17:57:00+00:00,2026-07-21 18:04:00+00:00,2026-07-21 18:07:00+00:00,gate,bitget,24.676634827058724,4.217200169377957,0.0,4.217200169377957,-5.782799830622043,-15.782799830622043,-35.78279983062204,-75.78279983062204,11,strict_joint_window,历史分钟代理；无真实BBO
1068,bitget/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-04 05:40:00+00:00,2026-07-04 05:47:00+00:00,2026-07-04 05:56:00+00:00,okx,bitget,24.606666169562526,4.212312973044025,0.0,4.212312973044025,-5.787687026955975,-15.787687026955975,-35.78768702695598,-75.78768702695598,17,strict_joint_window,历史分钟代理；无真实BBO
1069,hyperliquid/okx,KRX_FULLY_CLOSED,2026-07-21 17:24:00+00:00,2026-07-21 17:27:00+00:00,2026-07-21 17:31:00+00:00,hyperliquid,okx,24.40498591581448,4.209561014703109,0.0,4.209561014703109,-5.790438985296891,-15.790438985296891,-35.79043898529689,-75.79043898529689,8,strict_joint_window,历史分钟代理；无真实BBO
1070,bitget/okx,KRX_FULLY_CLOSED,2026-07-15 23:14:00+00:00,2026-07-15 23:18:00+00:00,2026-07-15 23:27:00+00:00,okx,bitget,25.492725386698265,4.2078215898697735,0.0,4.2078215898697735,-5.7921784101302265,-15.792178410130226,-35.79217841013023,-75.79217841013022,14,strict_joint_window,历史分钟代理；无真实BBO
1071,binance/bitget,KRX_FULLY_CLOSED,2026-07-09 21:23:00+00:00,2026-07-09 21:23:00+00:00,2026-07-09 21:24:00+00:00,binance,bitget,24.371378865170048,4.1984049789537,0.0,4.1984049789537,-5.8015950210463,-15.8015950210463,-35.801595021046296,-75.8015950210463,2,strict_joint_window,历史分钟代理；无真实BBO
1072,binance/bitget,KRX_FULLY_CLOSED,2026-06-14 16:58:00+00:00,2026-06-14 16:58:00+00:00,2026-06-14 17:06:00+00:00,binance,bitget,29.87399915862657,4.198352139149694,0.0,4.198352139149694,-5.801647860850306,-15.801647860850306,-35.80164786085031,-75.80164786085031,9,strict_joint_window,历史分钟代理；无真实BBO
1073,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-13 02:41:00+00:00,2026-06-13 02:41:00+00:00,2026-06-13 02:43:00+00:00,binance,bitget,24.394144261700344,4.197190070832228,0.0,4.197190070832228,-5.802809929167772,-15.802809929167772,-35.80280992916777,-75.80280992916778,3,strict_joint_window,历史分钟代理；无真实BBO
1074,binance/okx,KRX_OFFICIAL_AFTER_HOURS,2026-07-16 06:59:00+00:00,2026-07-16 07:00:00+00:00,2026-07-16 07:05:00+00:00,okx,binance,27.62274792816984,4.196522548692464,0.0,4.196522548692464,-5.803477451307536,-15.803477451307536,-35.803477451307536,-75.80347745130754,7,strict_joint_window,历史分钟代理；无真实BBO
1075,binance/bitget,KRX_FULLY_CLOSED,2026-06-15 16:47:00+00:00,2026-06-15 16:57:00+00:00,2026-06-15 17:06:00+00:00,binance,bitget,27.345564347253266,4.181808238172557,0.0,4.181808238172557,-5.818191761827443,-15.818191761827443,-35.81819176182744,-75.81819176182745,20,strict_joint_window,历史分钟代理；无真实BBO
1076,binance/okx,KRX_REGULAR_EARLIER,2026-07-03 00:23:00+00:00,2026-07-03 00:23:00+00:00,2026-07-03 00:24:00+00:00,okx,binance,29.56476443218086,4.179131730201817,0.0,4.179131730201817,-5.820868269798183,-15.820868269798183,-35.82086826979818,-75.82086826979818,2,strict_joint_window,历史分钟代理；无真实BBO
1077,binance/okx,KRX_FULLY_CLOSED,2026-06-18 13:03:00+00:00,2026-06-18 13:03:00+00:00,2026-06-18 13:08:00+00:00,okx,binance,27.28044706994928,4.177643690099483,0.0,4.177643690099483,-5.822356309900517,-15.822356309900517,-35.82235630990051,-75.82235630990051,6,strict_joint_window,历史分钟代理；无真实BBO
1078,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-07-17 17:17:00+00:00,2026-07-17 17:25:00+00:00,2026-07-17 17:31:00+00:00,binance,bitget,24.929443006207418,4.170782704207486,0.0,4.170782704207486,-5.829217295792514,-15.829217295792514,-35.82921729579252,-75.82921729579252,15,strict_joint_window,历史分钟代理；无真实BBO
1079,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-21 05:57:00+00:00,2026-06-21 06:16:00+00:00,2026-06-21 06:23:00+00:00,okx,binance,26.3108633707021,4.167341709073888,0.0,4.167341709073888,-5.832658290926112,-15.832658290926112,-35.83265829092611,-75.8326582909261,27,strict_joint_window,历史分钟代理；无真实BBO
1080,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-14 07:54:00+00:00,2026-06-14 08:04:00+00:00,2026-06-14 08:08:00+00:00,binance,bitget,27.98405636504982,4.164659580243466,0.0,4.164659580243466,-5.835340419756534,-15.835340419756534,-35.835340419756534,-75.83534041975653,15,strict_joint_window,历史分钟代理；无真实BBO
1081,bitget/okx,KRX_FULLY_CLOSED,2026-07-05 22:21:00+00:00,2026-07-05 22:21:00+00:00,2026-07-05 22:23:00+00:00,okx,bitget,25.512478060806323,4.159354628060797,0.0,4.159354628060797,-5.840645371939203,-15.840645371939203,-35.8406453719392,-75.8406453719392,3,strict_joint_window,历史分钟代理；无真实BBO
1082,bitget/okx,KRX_REGULAR_EARLIER,2026-06-19 00:13:00+00:00,2026-06-19 00:13:00+00:00,2026-06-19 00:14:00+00:00,okx,bitget,26.07956974120592,4.157164230833615,0.0,4.157164230833615,-5.842835769166385,-15.842835769166385,-35.842835769166385,-75.84283576916638,2,strict_joint_window,历史分钟代理；无真实BBO
1083,binance/okx,KRX_OFFICIAL_AFTER_HOURS,2026-06-22 06:39:00+00:00,2026-06-22 06:41:00+00:00,2026-06-22 06:42:00+00:00,binance,okx,25.4465318651996,4.151522555189654,0.0,4.151522555189654,-5.848477444810346,-15.848477444810346,-35.84847744481034,-75.84847744481034,4,strict_joint_window,历史分钟代理；无真实BBO
1084,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-13 03:45:00+00:00,2026-06-13 03:45:00+00:00,2026-06-13 03:47:00+00:00,binance,bitget,24.225371497283238,4.150313063062921,0.0,4.150313063062921,-5.849686936937079,-15.84968693693708,-35.849686936937076,-75.84968693693708,3,strict_joint_window,历史分钟代理；无真实BBO
1085,binance/okx,KRX_FULLY_CLOSED,2026-07-22 15:34:00+00:00,2026-07-22 15:44:00+00:00,2026-07-22 15:50:00+00:00,okx,binance,26.99225748403805,4.149627894490649,0.0,4.149627894490649,-5.850372105509351,-15.85037210550935,-35.85037210550935,-75.85037210550935,17,strict_joint_window,历史分钟代理；无真实BBO
1086,bitget/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-05 12:02:00+00:00,2026-07-05 12:03:00+00:00,2026-07-05 12:11:00+00:00,okx,bitget,24.63394631519774,4.132583649775565,0.0,4.132583649775565,-5.867416350224435,-15.867416350224435,-35.86741635022443,-75.86741635022443,10,strict_joint_window,历史分钟代理；无真实BBO
1087,binance/bitget,POST_CLOSE_TRANSITION,2026-06-12 06:31:00+00:00,2026-06-12 06:32:00+00:00,2026-06-12 06:34:00+00:00,binance,bitget,30.086227228185507,4.109648273426565,0.0,4.109648273426565,-5.890351726573435,-15.890351726573435,-35.890351726573435,-75.89035172657344,4,strict_joint_window,历史分钟代理；无真实BBO
1088,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-07-17 18:48:00+00:00,2026-07-17 18:48:00+00:00,2026-07-17 18:49:00+00:00,okx,binance,27.06289575526114,4.0961806040749416,0.0,4.0961806040749416,-5.9038193959250584,-15.903819395925058,-35.903819395925055,-75.90381939592505,2,strict_joint_window,历史分钟代理；无真实BBO
1089,binance/gate,KRX_REGULAR_EARLIER,2026-07-20 02:25:00+00:00,2026-07-20 02:25:00+00:00,2026-07-20 02:26:00+00:00,binance,gate,25.117498854206467,4.087683707620268,0.0,4.087683707620268,-5.912316292379732,-15.912316292379732,-35.91231629237973,-75.91231629237973,2,strict_joint_window,历史分钟代理；无真实BBO
1090,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-12 17:26:00+00:00,2026-06-12 17:27:00+00:00,2026-06-12 17:36:00+00:00,binance,bitget,26.75756170038266,4.084119993397081,0.0,4.084119993397081,-5.915880006602919,-15.915880006602919,-35.91588000660292,-75.91588000660292,11,strict_joint_window,历史分钟代理；无真实BBO
1091,binance/hyperliquid,KRX_FULLY_CLOSED,2026-07-21 12:41:00+00:00,2026-07-21 12:42:00+00:00,2026-07-21 12:44:00+00:00,hyperliquid,binance,25.71465133212261,4.083744583597593,0.0,4.083744583597593,-5.916255416402407,-15.916255416402407,-35.91625541640241,-75.91625541640241,4,strict_joint_window,历史分钟代理；无真实BBO
1092,binance/bitget,KRX_REGULAR_EARLIER,2026-06-29 01:18:00+00:00,2026-06-29 01:29:00+00:00,2026-06-29 01:31:00+00:00,binance,bitget,28.5405096859352,4.0814299614781255,0.0,4.0814299614781255,-5.9185700385218745,-15.918570038521874,-35.91857003852188,-75.91857003852188,14,strict_joint_window,历史分钟代理；无真实BBO
1093,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-28 12:00:00+00:00,2026-06-28 12:00:00+00:00,2026-06-28 12:05:00+00:00,okx,binance,24.830048099711234,4.076784624535897,0.0,4.076784624535897,-5.923215375464103,-15.923215375464103,-35.9232153754641,-75.92321537546411,6,strict_joint_window,历史分钟代理；无真实BBO
1094,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-13 07:15:00+00:00,2026-06-13 07:16:00+00:00,2026-06-13 07:18:00+00:00,binance,bitget,24.758771557936296,4.065724082658015,0.0,4.065724082658015,-5.934275917341985,-15.934275917341985,-35.934275917341985,-75.93427591734198,4,strict_joint_window,历史分钟代理；无真实BBO
1095,binance/bitget,KRX_FULLY_CLOSED,2026-07-22 14:48:00+00:00,2026-07-22 14:49:00+00:00,2026-07-22 14:51:00+00:00,binance,bitget,25.474885086114604,4.05600315175122,0.0,4.05600315175122,-5.94399684824878,-15.94399684824878,-35.94399684824878,-75.94399684824879,4,strict_joint_window,历史分钟代理；无真实BBO
1096,binance/bitget,KRX_REGULAR_EARLIER,2026-06-15 00:12:00+00:00,2026-06-15 00:12:00+00:00,2026-06-15 00:14:00+00:00,binance,bitget,24.311660060920563,4.048627446160836,0.0,4.048627446160836,-5.951372553839164,-15.951372553839164,-35.951372553839164,-75.95137255383916,3,strict_joint_window,历史分钟代理；无真实BBO
1097,hyperliquid/okx,KRX_FULLY_CLOSED,2026-07-21 17:35:00+00:00,2026-07-21 17:39:00+00:00,2026-07-21 17:46:00+00:00,hyperliquid,okx,26.641294005708847,4.039681555102334,0.0,4.039681555102334,-5.960318444897666,-15.960318444897666,-35.960318444897666,-75.96031844489767,12,strict_joint_window,历史分钟代理；无真实BBO
1098,binance/bitget,KRX_FULLY_CLOSED,2026-06-14 18:15:00+00:00,2026-06-14 18:21:00+00:00,2026-06-14 18:31:00+00:00,binance,bitget,26.26168844087828,4.039111219882503,0.0,4.039111219882503,-5.960888780117497,-15.960888780117497,-35.9608887801175,-75.9608887801175,17,strict_joint_window,历史分钟代理；无真实BBO
1099,binance/okx,KRX_REGULAR_EARLIER,2026-06-16 02:41:00+00:00,2026-06-16 02:45:00+00:00,2026-06-16 02:47:00+00:00,okx,binance,24.135363442627103,4.038659763168642,0.0,4.038659763168642,-5.961340236831358,-15.961340236831358,-35.96134023683136,-75.96134023683136,7,strict_joint_window,历史分钟代理；无真实BBO
1100,binance/bitget,KRX_REGULAR_EARLIER,2026-07-10 02:17:00+00:00,2026-07-10 02:19:00+00:00,2026-07-10 02:30:00+00:00,binance,bitget,25.203345171268246,4.037851326215225,0.0,4.037851326215225,-5.962148673784775,-15.962148673784775,-35.962148673784775,-75.96214867378478,14,strict_joint_window,历史分钟代理；无真实BBO
1101,bitget/okx,KRX_FULLY_CLOSED,2026-06-17 21:03:00+00:00,2026-06-17 21:03:00+00:00,2026-06-17 21:04:00+00:00,okx,bitget,26.524175866560416,4.03499767097464,0.0,4.03499767097464,-5.96500232902536,-15.96500232902536,-35.96500232902536,-75.96500232902537,2,strict_joint_window,历史分钟代理；无真实BBO
1102,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-14 14:03:00+00:00,2026-06-14 14:08:00+00:00,2026-06-14 14:10:00+00:00,okx,binance,24.09287671595624,4.033492995834472,0.0,4.033492995834472,-5.966507004165528,-15.966507004165528,-35.96650700416553,-75.96650700416552,8,strict_joint_window,历史分钟代理；无真实BBO
1103,gate/hyperliquid,KRX_FULLY_CLOSED,2026-07-20 16:10:00+00:00,2026-07-20 16:14:00+00:00,2026-07-20 16:17:00+00:00,hyperliquid,gate,25.243271853751143,4.032633903025829,0.0,4.032633903025829,-5.967366096974171,-15.967366096974171,-35.967366096974175,-75.96736609697417,8,strict_joint_window,历史分钟代理；无真实BBO
1104,binance/bitget,KRX_FULLY_CLOSED,2026-06-15 23:39:00+00:00,2026-06-15 23:40:00+00:00,2026-06-15 23:48:00+00:00,binance,bitget,27.61252736767875,4.03059727973778,0.0,4.03059727973778,-5.96940272026222,-15.96940272026222,-35.969402720262224,-75.96940272026222,10,strict_joint_window,历史分钟代理；无真实BBO
1105,gate/okx,KRX_FULLY_CLOSED,2026-07-21 11:57:00+00:00,2026-07-21 12:02:00+00:00,2026-07-21 12:06:00+00:00,okx,gate,26.30453040074743,2.2439991695450097,1.7799999999999998,4.023999169545009,-5.976000830454991,-15.976000830454991,-35.97600083045499,-75.97600083045499,10,strict_joint_window,历史分钟代理；无真实BBO
1106,bitget/okx,KRX_FULLY_CLOSED,2026-07-01 11:12:00+00:00,2026-07-01 11:12:00+00:00,2026-07-01 11:13:00+00:00,okx,bitget,24.40486771657786,4.021810981725796,0.0,4.021810981725796,-5.978189018274204,-15.978189018274204,-35.97818901827421,-75.97818901827421,2,strict_joint_window,历史分钟代理；无真实BBO
1107,binance/bitget,KRX_FULLY_CLOSED,2026-07-10 14:17:00+00:00,2026-07-10 14:20:00+00:00,2026-07-10 14:23:00+00:00,binance,bitget,25.13403410797546,4.017664258420783,0.0,4.017664258420783,-5.982335741579217,-15.982335741579217,-35.98233574157922,-75.98233574157922,7,strict_joint_window,历史分钟代理；无真实BBO
1108,binance/okx,KRX_HOLIDAY_OR_WEEKEND,2026-06-12 21:34:00+00:00,2026-06-12 21:34:00+00:00,2026-06-12 21:39:00+00:00,okx,binance,25.61517290241703,4.007892015025213,0.0,4.007892015025213,-5.992107984974787,-15.992107984974787,-35.99210798497479,-75.99210798497478,6,strict_joint_window,历史分钟代理；无真实BBO
1109,gate/okx,KRX_REGULAR_EARLIER,2026-07-22 00:35:00+00:00,2026-07-22 00:38:00+00:00,2026-07-22 00:46:00+00:00,okx,gate,27.89919092346322,4.000759258042621,0.0,4.000759258042621,-5.999240741957379,-15.99924074195738,-35.99924074195738,-75.99924074195738,12,strict_joint_window,历史分钟代理；无真实BBO
1110,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-06-13 21:00:00+00:00,2026-06-13 21:21:00+00:00,2026-06-13 21:26:00+00:00,binance,bitget,27.712272006608856,3.999647698504962,0.0,3.999647698504962,-6.000352301495038,-16.000352301495038,-36.00035230149504,-76.00035230149504,27,strict_joint_window,历史分钟代理；无真实BBO
1111,bitget/okx,KRX_FULLY_CLOSED,2026-06-30 10:01:00+00:00,2026-06-30 10:05:00+00:00,2026-06-30 10:12:00+00:00,okx,bitget,24.547317724504676,3.9978530614109182,0.0,3.9978530614109182,-6.002146938589082,-16.00214693858908,-36.00214693858908,-76.00214693858908,12,strict_joint_window,历史分钟代理；无真实BBO
1112,hyperliquid/okx,KRX_REGULAR_EARLIER,2026-07-21 05:16:00+00:00,2026-07-21 05:18:00+00:00,2026-07-21 05:19:00+00:00,hyperliquid,okx,24.68751123521562,3.997690146033453,0.0,3.997690146033453,-6.002309853966548,-16.002309853966548,-36.002309853966544,-76.00230985396655,4,strict_joint_window,历史分钟代理；无真实BBO
1113,binance/bitget,KRX_FULLY_CLOSED,2026-06-15 13:37:00+00:00,2026-06-15 13:39:00+00:00,2026-06-15 13:47:00+00:00,binance,bitget,25.157982398779463,3.983055319764553,0.0,3.983055319764553,-6.016944680235447,-16.016944680235447,-36.01694468023545,-76.01694468023544,11,strict_joint_window,历史分钟代理；无真实BBO
1114,bitget/okx,KRX_FULLY_CLOSED,2026-07-06 23:21:00+00:00,2026-07-06 23:22:00+00:00,2026-07-06 23:25:00+00:00,okx,bitget,25.259335758405932,3.981688815832406,0.0,3.981688815832406,-6.018311184167594,-16.018311184167594,-36.018311184167594,-76.0183111841676,5,strict_joint_window,历史分钟代理；无真实BBO
1115,binance/gate,KRX_HOLIDAY_OR_WEEKEND,2026-07-18 19:18:00+00:00,2026-07-18 19:24:00+00:00,2026-07-18 19:28:00+00:00,binance,gate,23.999582615954427,3.981305058184681,0.0,3.981305058184681,-6.018694941815319,-16.01869494181532,-36.01869494181532,-76.01869494181531,11,strict_joint_window,历史分钟代理；无真实BBO
1116,binance/gate,KRX_FULLY_CLOSED,2026-07-19 16:30:00+00:00,2026-07-19 16:33:00+00:00,2026-07-19 16:37:00+00:00,binance,gate,25.791592560506924,3.97523198784922,0.0,3.97523198784922,-6.02476801215078,-16.02476801215078,-36.02476801215078,-76.02476801215079,8,strict_joint_window,历史分钟代理；无真实BBO
1117,binance/bitget,KRX_REGULAR_EARLIER,2026-06-15 00:35:00+00:00,2026-06-15 00:36:00+00:00,2026-06-15 00:39:00+00:00,binance,bitget,24.8748203664211,3.9651958497054096,0.0,3.9651958497054096,-6.03480415029459,-16.03480415029459,-36.03480415029459,-76.03480415029459,5,strict_joint_window,历史分钟代理；无真实BBO
1118,binance/okx,KRX_REGULAR_EARLIER,2026-07-13 00:55:00+00:00,2026-07-13 00:57:00+00:00,2026-07-13 00:58:00+00:00,okx,binance,25.448304432739945,3.9530598875257783,0.0,3.9530598875257783,-6.046940112474221,-16.04694011247422,-36.046940112474225,-76.04694011247422,4,strict_joint_window,历史分钟代理；无真实BBO
1119,bitget/hyperliquid,PRE_CLOSE_BASELINE,2026-07-20 05:48:00+00:00,2026-07-20 05:55:00+00:00,2026-07-20 05:57:00+00:00,hyperliquid,bitget,24.742815865292958,3.944902259165975,0.0,3.944902259165975,-6.055097740834025,-16.055097740834025,-36.05509774083403,-76.05509774083403,10,strict_joint_window,历史分钟代理；无真实BBO
1120,bitget/okx,KRX_OFFICIAL_AFTER_HOURS,2026-07-08 08:03:00+00:00,2026-07-08 08:03:00+00:00,2026-07-08 08:09:00+00:00,okx,bitget,25.998116389913605,3.9404513513115873,0.0,3.9404513513115873,-6.059548648688413,-16.059548648688413,-36.05954864868841,-76.0595486486884,7,strict_joint_window,历史分钟代理；无真实BBO
1121,binance/okx,KRX_FULLY_CLOSED,2026-06-14 21:10:00+00:00,2026-06-14 21:14:00+00:00,2026-06-14 21:17:00+00:00,okx,binance,24.803637866887144,3.925983563843484,0.0,3.925983563843484,-6.074016436156516,-16.074016436156516,-36.07401643615652,-76.07401643615651,8,strict_joint_window,历史分钟代理；无真实BBO
1122,bitget/okx,KRX_REGULAR_EARLIER,2026-07-08 23:55:00+00:00,2026-07-09 00:16:00+00:00,2026-07-09 00:30:00+00:00,okx,bitget,34.59231200804744,13.557783631277603,-9.632616582105,3.925167049172604,-6.074832950827396,-16.074832950827396,-36.0748329508274,-76.0748329508274,36,strict_joint_window,历史分钟代理；无真实BBO
1123,binance/bitget,KRX_HOLIDAY_OR_WEEKEND,2026-07-12 01:16:00+00:00,2026-07-12 01:56:00+00:00,2026-07-12 03:00:00+00:00,binance,bitget,26.35960493280726,3.918526025614586,0.0,3.918526025614586,-6.081473974385414,-16.081473974385414,-36.08147397438542,-76.08147397438542,105,strict_joint_window,历史分钟代理；无真实BBO
1124,binance/bitget,KRX_FULLY_CLOSED,2026-06-29 18:35:00+00:00,2026-06-29 18:35:00+00:00,2026-06-29 18:37:00+00:00,binance,bitget,30.459375319721342,3.907804449249792,0.0,3.907804449249792,-6.092195550750208,-16.09219555075021,-36.092195550750205,-76.0921955507502,3,strict_joint_window,历史分钟代理；无真实BBO
1125,binance/bitget,KRX_REGULAR_EARLIER,2026-06-15 00:54:00+00:00,2026-06-15 00:58:00+00:00,2026-06-15 01:14:00+00:00,binance,bitget,31.911760422295743,3.899918757443814,0.0,3.899918757443814,-6.100081242556186,-16.100081242556186,-36.100081242556186,-76.10008124255619,21,strict_joint_window,历史分钟代理；无真实BBO
1126,gate/okx,KRX_FULLY_CLOSED,2026-07-21 23:18:00+00:00,2026-07-21 23:30:00+00:00,2026-07-21 23:49:00+00:00,okx,gate,25.50637659414922,3.898150357532344,0.0,3.898150357532344,-6.101849642467656,-16.101849642467656,-36.101849642467656,-76.10184964246766,32,strict_joint_window,历史分钟代理；无真实BBO
1127,bitget/okx,KRX_FULLY_CLOSED,2026-07-06 15:20:00+00:00,2026-07-06 15:20:00+00:00,2026-07-06 15:22:00+00:00,okx,bitget,25.864982193454587,3.897143368702388,0.0,3.897143368702388,-6.1028566312976125,-16.102856631297612,-36.10285663129761,-76.10285663129761,3,strict_joint_window,历史分钟代理；无真实BBO
